Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Words_t2,ans_t2,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp_iso.started,Practice_iso.stopped,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,key_resp_iso.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,fix.stopped,fb.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_ipn.started,Practic_ipn.stopped,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,key_resp_ipn.duration,Feedback_ipn_Practice.started,fb_3.started,fb_3.stopped,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,fb_2.stopped,text_3.stopped,key_resp_t1.stopped,Instruction05.started,Instruction_05.started,key_resp_5.started,Instruction05.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instruction06.started,Instruction_06.started,key_resp_6.started,Instruction06.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Practice_iso_reverse.started,text_4.started,key_resp_iso_reverse.started,Practice_iso_reverse.stopped,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,key_resp_iso_reverse.duration,Feedback_iso_reverse.started,fb_4.started,fb_4.stopped,Feedback_iso_reverse.stopped,Instruction07.started,Instruction_07.started,key_resp_7.started,Instruction07.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Practice_t2_reverse.started,text_5.started,key_resp_t2_reverse.started,Practice_t2_reverse.stopped,key_resp_t2_reverse.keys,key_resp_t2_reverse.corr,key_resp_t2_reverse.rt,key_resp_t2_reverse.duration,Feedback_t2_reverse.started,fb_7.started,fb_7.stopped,Feedback_t2_reverse.stopped,text_5.stopped,key_resp_t2_reverse.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,执拗,i,,,,,,,,,,,,,,,0,15,15,40,,,,,,,,,331.65832789987326,,,,,,,,,,,,,,,,331.65600359998643,331.65832789987326,332.1551123999525,,,,,,,,,,,,332.1587012000382,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.15513289999217,332.1587012000382,332.1587012000382,333.65813659993,None,0,,,333.6585331999231,333.6617795000784,334.65757189993747,334.6601553999353,333.6617795000784,333.6617795000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他们,i,,,,,,,,,,,,,,,0,16,16,6,,,,,,,,,334.6601553999353,,,,,,,,,,,,,,,,334.65784160001203,334.6601553999353,335.1540614999831,,,,,,,,,,,,335.1583249999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.1540848000441,335.1583249999676,335.1583249999676,336.6573409999255,None,0,,,336.65756489988416,336.65994749986567,337.6565600000322,337.65954519994557,336.65994749986567,336.65994749986567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,认真,e,,,,,,,,,,,,,,,0,17,17,20,,,,,,,,,337.65954519994557,,,,,,,,,,,,,,,,337.65683009987697,337.65954519994557,338.153883599909,,,,,,,,,,,,338.15782599989325,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.1538988999091,338.15782599989325,338.15782599989325,339.6421264000237,None,0,,,339.6423541000113,339.6471327000763,340.63489299989305,340.6571710999124,339.6471327000763,339.6471327000763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,冒失,i,,,,,,,,,,,,,,,0,18,18,39,,,,,,,,,340.6571710999124,,,,,,,,,,,,,,,,340.63512540003285,340.6612756999675,341.1552227998618,,,,,,,,,,,,341.15899370005354,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.15524400002323,341.15899370005354,341.15899370005354,342.65753259998746,None,0,,,342.657861799933,342.66119730006903,343.65634460002184,343.6601144000888,342.66119730006903,342.66119730006903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,活泼,e,,,,,,,,,,,,,,,0,19,19,28,,,,,,,,,343.6601144000888,,,,,,,,,,,,,,,,343.6566004999913,343.6601144000888,344.15428930008784,,,,,,,,,,,,344.15860809991136,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.15430529997684,344.15860809991136,344.15860809991136,345.6564726999495,None,0,,,345.65670419996604,345.65938149997965,346.6470983000472,346.6522967000492,345.65938149997965,345.65938149997965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他人,i,,,,,,,,,,,,,,,0,20,20,8,,,,,,,,,346.6522967000492,,,,,,,,,,,,,,,,346.64752839994617,346.6522967000492,347.1387058000546,,,,,,,,,,,,347.14191249990836,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.1387237000745,347.1449728999287,347.1449728999287,347.8662542998791,i,1,0.7114903000183403,None,347.8665517999325,347.87433860008605,348.8607047998812,348.86353049986064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,正直,e,,,,,,,,,,,,,,,0,21,21,16,,,,,,,,,348.86353049986064,,,,,,,,,,,,,,,,348.860941800056,348.86353049986064,349.35499459994026,,,,,,,,,,,,349.3589234999381,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3550116000697,349.3589234999381,349.3589234999381,349.7927496000193,i,0,0.4301852001808584,None,349.7931786000263,349.79839359992184,350.7831083999481,350.78651060000993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,公正,e,,,,,,,,,,,,,,,0,22,22,23,,,,,,,,,350.78651060000993,,,,,,,,,,,,,,,,350.7833432999905,350.78651060000993,351.27217109990306,,,,,,,,,,,,351.2877543999348,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.27218719990924,351.29097620001994,351.29097620001994,351.8614902999252,e,1,0.5685994999948889,None,351.8618330999743,351.86709469999187,352.8586508000735,352.8618481999729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,虚伪,i,,,,,,,,,,,,,,,0,23,23,31,,,,,,,,,352.8618481999729,,,,,,,,,,,,,,,,352.8589053999167,352.8618481999729,353.3559644999914,,,,,,,,,,,,353.35992589988746,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3559812998865,353.35992589988746,353.35992589988746,353.6416026998777,i,1,0.2805702998302877,None,353.641884499928,353.65787649992853,354.6406725998968,354.6569663998671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,勤奋,e,,,,,,,,,,,,,,,0,24,24,18,,,,,,,,,354.6569663998671,,,,,,,,,,,,,,,,354.6408776000608,354.6569663998671,355.1536924999673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.15370659995824,355.1577158998698,355.1577158998698,356.64062050008215,None,0,,,356.640812800033,356.65637869993225,357.6407580000814,357.6564633999951,356.65637869993225,356.65637869993225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,,,,,0,25,25,0,,,,,,,,,357.6564633999951,,,,,,,,,,,,,,,,357.6409640000202,357.6564633999951,358.1538165998645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.1538309000898,358.1580519999843,358.1580519999843,359.6561461999081,None,0,,,359.65639110002667,359.6604792000726,360.6458216998726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,刻薄,i,,,,,,,,,,,,,,,0,26,26,33,,,,,,,,,360.6487109998707,,,,,,,,,,,,,,,,360.64613160002045,360.6487109998707,361.1320571000688,,,,,,,,,,,,361.13854090007953,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.13207500008866,361.13854090007953,361.13854090007953,362.6225208998658,None,0,,,362.62273239996284,362.62656000000425,363.6226413999684,363.62451269989833,362.6245851998683,362.6245851998683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,稳重,e,,,,,,,,,,,,,,,0,27,27,21,,,,,,,,,363.62451269989833,,,,,,,,,,,,,,,,363.6228964999318,363.6264569000341,364.12321179988794,,,,,,,,,,,,364.1270576999523,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.12323089991696,364.12981419987045,364.12981419987045,365.6211451999843,None,0,,,365.6215826999396,365.6269038999453,366.62101439991966,366.62346889986657,365.62468790006824,365.62468790006824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,勇敢,e,,,,,,,,,,,,,,,0,28,28,17,,,,,,,,,366.62346889986657,,,,,,,,,,,,,,,,366.6212641999591,366.62841419992037,367.1242420999333,,,,,,,,,,,,367.12725599994883,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1242589999456,367.12949110008776,367.12949110008776,368.6215488000307,None,0,,,368.62178519996814,368.62839089985937,369.62189100007527,369.62440399988554,368.6241572999861,368.6241572999861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他人,i,,,,,,,,,,,,,,,0,29,29,58,,,,,,,,,369.62440399988554,,,,,,,,,,,,,,,,369.62215749989264,369.6264112999197,370.12569659994915,,,,,,,,,,,,370.1292558000423,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.12571240006946,370.1292558000423,370.1292558000423,371.62160740001127,None,0,,,371.6219228000846,371.6272159998771,372.6223418000154,372.6247503000777,371.6249947999604,371.6249947999604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,聪明,e,,,,,,,,,,,,,,,0,30,30,12,,,,,,,,,372.6247503000777,,,,,,,,,,,,,,,,372.6226150000002,372.62683549989015,373.1236270000227,,,,,,,,,,,,373.12666759989224,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.1236543999985,373.1292634999845,373.1292634999845,374.6220626998693,None,0,,,374.6223055999726,374.62677989993244,375.6240203999914,375.6259639998898,374.624287399929,374.624287399929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他,i,,,,,,,,,,,,,,,0,31,31,75,,,,,,,,,375.6259639998898,,,,,,,,,,,,,,,,375.6242911000736,375.628173999954,376.1243406999856,,,,,,,,,,,,376.1272199000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.1243594000116,376.1293772999197,376.1293772999197,377.6149514000863,None,0,,,377.61520679993555,377.63886349997483,378.62488569994457,378.6269996999763,377.617324099876,377.617324099876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,,,,,0,32,32,60,,,,,,,,,378.6269996999763,,,,,,,,,,,,,,,,378.62512219999917,378.6269996999763,379.12373550003394,,,,,,,,,,,,379.1264128999319,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1237508999184,379.12860669987276,379.12860669987276,380.62154429988004,None,0,,,380.62179120001383,380.62832839996554,381.6218391000293,381.62388009997085,380.62385970004834,380.62385970004834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,其他,i,,,,,,,,,,,,,,,0,33,33,59,,,,,,,,,381.62388009997085,,,,,,,,,,,,,,,,381.62208319990896,381.62716670008376,382.12417889991775,,,,,,,,,,,,382.1282158999238,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.12419699993916,382.130371700041,382.130371700041,383.62182189989835,None,0,,,383.62206199998036,383.6264988000039,384.62226739991456,384.62410079990514,383.6243477000389,383.6243477000389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他们,i,,,,,,,,,,,,,,,0,34,34,56,,,,,,,,,384.62410079990514,,,,,,,,,,,,,,,,384.62251989985816,384.6281695999205,385.12374729989097,,,,,,,,,,,,385.12777370004915,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.1237641000189,385.13031849986874,385.13031849986874,386.6217586998828,None,0,,,386.6220030998811,386.62724999990314,387.62225380004384,387.6242104000412,386.62398439995013,386.62398439995013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,俺,e,,,,,,,,,,,,,,,0,35,35,54,,,,,,,,,387.6242104000412,,,,,,,,,,,,,,,,387.62249900004826,387.62830009986646,388.12458999990486,,,,,,,,,,,,388.12771259993315,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.1246090999339,388.1302447998896,388.1302447998896,389.62138159992173,None,0,,,389.62161549995653,389.6283402000554,390.6213688000571,390.6237814000342,389.6237007000018,389.6237007000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,,,,,0,36,36,50,,,,,,,,,390.6237814000342,,,,,,,,,,,,,,,,390.6216184999794,390.62833199999295,391.12366360006854,,,,,,,,,,,,391.1269380999729,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.1236783999484,391.1292208000086,391.1292208000086,392.62177999992855,None,0,,,392.6220368000213,392.6284391998779,393.61991770006716,393.6229872999247,392.62414469989017,392.62414469989017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自己,e,,,,,,,,,,,,,,,0,37,37,53,,,,,,,,,393.6229872999247,,,,,,,,,,,,,,,,393.6202054999303,393.62857079994865,394.1245627999306,,,,,,,,,,,,394.1275879999157,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.1245800999459,394.1298573000822,394.1298573000822,395.6227635999676,None,0,,,395.62299189995974,395.62710230005905,396.62187259993516,396.6240232998971,395.62505419994704,395.62505419994704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,凶狠,i,,,,,,,,,,,,,,,0,38,38,42,,,,,,,,,396.6240232998971,,,,,,,,,,,,,,,,396.6222000999842,396.62839359999634,397.1241244999692,,,,,,,,,,,,397.1271780000534,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.12413990008645,397.129586199997,397.129586199997,398.62249589990824,None,0,,,398.6227200999856,398.6266606000718,399.61048919986933,399.62746239989065,398.6245589000173,398.6245589000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我们,e,,,,,,,,,,,,,,,0,39,39,72,,,,,,,,,399.62746239989065,,,,,,,,,,,,,,,,399.6107294000685,399.6302728999872,400.124363000039,,,,,,,,,,,,400.12725879997015,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.12438310007565,400.1294168999884,400.1294168999884,401.62200720002875,None,0,,,401.6222454998642,401.6271118998993,402.6213632998988,402.624099599896,401.6250533000566,401.6250533000566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,,,,,0,40,40,57,,,,,,,,,402.624099599896,,,,,,,,,,,,,,,,402.6216044998728,402.6285383000504,403.12337230006233,,,,,,,,,,,,403.1268265999388,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.1233890000731,403.1297257000115,403.1297257000115,403.7623858998995,i,1,0.6290325000882149,None,403.7627099000383,403.7679922999814,404.75180649990216,404.7565975000616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他人,i,,,,,,,,,,,,,,,0,41,41,68,,,,,,,,,404.7565975000616,,,,,,,,,,,,,,,,404.75216929987073,404.7565975000616,405.2406492999289,,,,,,,,,,,,405.25675179995596,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.2406639000401,405.2603863000404,405.2603863000404,405.7559648999013,i,1,0.47858789982274175,None,405.75622169999406,405.75891069998033,406.74391869991086,406.7587830000557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我们,e,,,,,,,,,,,,,,,0,42,42,2,,,,,,,,,406.7587830000557,,,,,,,,,,,,,,,,406.74411750002764,406.7587830000557,407.25819059996866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.25820380006917,407.2632816999685,407.2632816999685,407.62212800001726,i,0,0.3557424999307841,None,407.6227269999217,407.6274595998693,408.62119370000437,408.6239978999365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,野蛮,i,,,,,,,,,,,,,,,0,43,43,46,,,,,,,,,408.6239978999365,,,,,,,,,,,,,,,,408.62151460000314,408.6239978999365,409.1076738999691,,,,,,,,,,,,409.12339109997265,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.1076897000894,409.12339109997265,409.12339109997265,409.5551598998718,e,0,0.4269278000574559,None,409.5554424999282,409.5695100999437,410.55507649993524,410.55788860004395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我的,e,,,,,,,,,,,,,,,0,44,44,61,,,,,,,,,410.55788860004395,,,,,,,,,,,,,,,,410.5553442998789,410.55788860004395,411.0407537999563,,,,,,,,,,,,411.05624750000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.04076809994876,411.05624750000425,411.05624750000425,411.7360089998692,e,1,0.6776058000978082,None,411.7363288998604,411.74108779989183,412.72949499986134,412.7325357000809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他,i,,,,,,,,,,,,,,,0,45,45,55,,,,,,,,,412.7325357000809,,,,,,,,,,,,,,,,412.7297694000881,412.7325357000809,413.2222249000333,,,,,,,,,,,,413.22634579986334,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.2222504999954,413.22634579986334,413.22634579986334,413.85727380006574,i,1,0.6188544000033289,None,413.85762050002813,413.8610139999073,414.85721349995583,414.8604822999332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我的,e,,,,,,,,,,,,,,,0,46,46,1,,,,,,,,,414.8604822999332,,,,,,,,,,,,,,,,414.85745360003784,414.8604822999332,415.3562177999411,,,,,,,,,,,,415.36036959988996,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3562334999442,415.36036959988996,415.36036959988996,415.82878899993375,e,1,0.4663978999014944,None,415.8291479998734,415.83292860002257,416.82224999996834,416.824875399936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,,,,,0,47,47,7,,,,,,,,,416.824875399936,,,,,,,,,,,,,,,,416.8225189000368,416.824875399936,417.3238645999227,,,,,,,,,,,,417.327723500086,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.32388819986954,417.327723500086,417.327723500086,417.6217966999393,i,1,0.2821431001648307,None,417.62211430002935,417.62554519996047,418.62361619994044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,俺,e,,,,,,,,,,,,,,,0,48,48,74,,,,,,,,,418.6271395999938,,,,,,,,,,,,,,,,418.62388289999217,418.6271395999938,419.11385109997354,,,,,,,,,,,,419.12962169991806,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.1138661999721,419.12962169991806,419.12962169991806,419.6718741999939,e,1,0.5381869000848383,None,419.6721906999592,419.6765785999596,420.6607126998715,420.66373230004683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,,,,,0,49,49,67,,,,,,,,,420.66373230004683,,,,,,,,,,,,,,,,420.6609481999185,420.66373230004683,421.1556263999082,,,,,,,,,,,,421.15924639999866,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.15564549993724,421.15924639999866,421.15924639999866,421.4572417999152,i,1,0.29636759986169636,None,421.45753589994274,421.4605537999887,422.45791050000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,杰出,e,,,,,,,,,,,,,,,0,50,50,13,,,,,,,,,422.4606480000075,,,,,,,,,,,,,,,,422.45825470006093,422.4606480000075,422.9553048000671,,,,,,,,,,,,422.9590747000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.95532299997285,422.9590747000184,422.9590747000184,423.43191500008106,e,1,0.46726239984855056,None,423.4321858000476,423.4350982999895,424.4210858999286,424.4238946000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我的,e,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,424.4238946000114,,,,,,,,,,,,,,,,424.42136389994994,424.4238946000114,424.90739269996993,,,,,,,,,,,,424.92369289998896,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.90740610007197,424.92749030003324,424.92749030003324,425.1745154000819,i,0,0.24207679997198284,None,425.17477159993723,425.1904714999255,426.17522739991546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自己,e,,,,,,,,,,,,,,,0,52,52,73,,,,,,,,,426.1799592000898,,,,,,,,,,,,,,,,426.17545949993655,426.1799592000898,426.66441059997305,,,,,,,,,,,,426.6681935999077,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.66442639986053,426.6681935999077,426.6681935999077,427.10792859992944,e,1,0.43518740008585155,None,427.1081767999567,427.123977500014,428.10737670003437,428.1233494000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,冷静,e,,,,,,,,,,,,,,,0,53,53,26,,,,,,,,,428.1233494000044,,,,,,,,,,,,,,,,428.10758759989403,428.1233494000044,428.62218409986235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.6222010999918,428.62714340002276,428.62714340002276,429.1041091000661,i,0,0.4737023999914527,None,429.10434389999136,429.1085288999602,430.0923520999495,430.0944781000726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
