﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_ipn.rt,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,杰出,e,,,,0,,1,4,84,13,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,暴躁,i,,,i,1,0.8422,1,5,85,44,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,猖狂,i,,,i,1,0.8791,1,6,86,45,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,0.5939,1,7,87,70,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.6809,1,8,88,57,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,1.1552,1,9,89,9,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.6546,1,10,90,6,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,刻薄,i,,,i,1,0.6955,1,11,91,33,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鲁莽,i,,,i,1,0.8301,1,12,92,38,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勇敢,e,,,e,1,0.8811,1,13,93,17,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,i,1,0.7476,1,14,94,62,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.6207,1,15,95,67,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤奋,e,,,e,1,1.1532,1,16,96,18,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.9002,1,17,97,77,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,认真,e,,,e,1,0.6833,1,18,98,20,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卑鄙,i,,,i,1,0.7106,1,19,99,30,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,0.6201,1,20,100,8,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,0.763,1,21,101,53,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聪明,e,,,e,1,0.5906,1,22,102,12,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,轻率,i,,,i,1,1.3557,1,23,103,48,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,细腻,e,,,e,1,0.7039,1,24,104,25,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,1.1145,1,25,105,73,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.8163,1,26,106,51,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.7816,1,27,107,71,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.752,1,28,108,55,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,0.6815,1,29,109,79,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自卑,i,,,i,1,0.7323,1,30,110,36,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自己,i,,,i,1,0.7585,1,31,111,3,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,0.6819,1,32,112,58,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,热情,e,,,,0,,1,33,113,27,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,崇高,e,,,e,1,0.7623,1,34,114,11,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.7358,1,35,115,65,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.5944,1,36,116,1,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,执拗,i,,,i,1,0.7613,1,37,117,40,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,正直,e,,,e,1,0.4548,1,38,118,16,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,诚实,e,,,e,1,0.5298,1,39,119,15,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,0.6524,1,40,120,68,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公正,e,,,e,1,0.8753,1,41,121,23,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,i,1,0.6997,1,42,122,72,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我的,i,,,i,1,0.7805,1,43,123,61,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朴实,e,,,e,1,0.7587,1,44,124,24,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.5709,1,45,125,64,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.6897,1,46,126,5,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,0.5273,1,47,127,59,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,e,,,e,1,0.4507,1,48,128,69,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冒失,i,,,i,1,0.7625,1,49,129,39,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,愚蠢,i,,,i,1,0.6324,1,50,130,32,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他,e,,,e,1,0.5947,1,51,131,75,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,凶狠,i,,,e,0,0.4568,1,52,132,42,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.5479,1,53,133,66,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.636,1,54,134,54,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.4974,1,55,135,74,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,悲观,i,,,i,1,0.6635,1,56,136,34,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,固执,i,,,i,1,0.7158,1,57,137,47,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活泼,e,,,e,1,0.4965,1,58,138,28,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,诚恳,e,,,e,1,0.5936,1,59,139,29,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,散漫,i,,,i,1,0.5843,1,60,140,41,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消极,i,,,i,1,0.6747,1,61,141,35,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冷静,e,,,e,1,0.5315,1,62,142,26,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,乐观,e,,,e,1,0.7269,1,63,143,14,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,稳重,e,,,e,1,0.6081,1,64,144,21,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,优秀,e,,,e,1,0.5318,1,65,145,10,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,野蛮,i,,,i,1,0.5987,1,66,146,46,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下贱,i,,,i,1,0.5757,1,67,147,49,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.7143,1,68,148,76,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,i,1,0.5111,1,69,149,52,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,俺,i,,,i,1,0.5239,1,70,150,4,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他的,e,,,e,1,0.5469,1,71,151,7,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,0.7543,1,72,152,0,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们,i,,,i,1,0.6758,1,73,153,2,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虚伪,i,,,i,1,0.6993,1,74,154,31,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,机智,e,,,e,1,0.636,1,75,155,19,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,i,,,i,1,0.5605,1,76,156,50,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他们,e,,,e,1,0.6678,1,77,157,56,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,傲慢,i,,,i,1,0.7453,1,78,158,37,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,他人,e,,,e,1,0.665,1,79,159,78,1,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3418
